Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCF43,OUT027,3115.856
NCR50,OUT035,2730.4321
FDE39,OUT018,2030.5835
FDN49,OUT027,1314.8934
DRG11,OUT035,1814.0636
NCA18,OUT049,1847.8639
FDM36,OUT018,2072.6948
FDW32,OUT017,1126.926
NCQ18,OUT010,307.37473
FDX14,OUT027,2188.5854
FDD46,OUT017,2316.4487
FDI34,OUT019,379.4519
NCJ17,OUT035,1353.2307
FDB52,OUT035,3055.589
FDV55,OUT018,1489.3942
FDC57,OUT046,2929.8662
FDB29,OUT046,1854.8127
NCO43,OUT035,2346.9863
FDG44,OUT045,910.32983
FDJ34,OUT045,1799.3104
FDH40,OUT049,1299.066
NCD07,OUT027,2872.8328
FDB41,OUT017,684.568
FDH47,OUT018,1312.1895
DRK37,OUT035,4555.0156
FDM25,OUT019,793.98364
NCX06,OUT045,2843.819
NCS05,OUT017,2504.4397
FDS39,OUT045,2062.3481
FDC47,OUT027,5648.6484
FDG20,OUT013,2462.546
DRL23,OUT017,1614.1117
FDY33,OUT013,3053.626
NCH18,OUT045,3212.4978
FDX47,OUT035,2291.9001
NCB06,OUT045,2529.2532
FDP36,OUT049,954.6189
FDW44,OUT018,2198.681
NCU41,OUT018,2920.5398
NCS17,OUT046,1513.1599
FDD46,OUT035,2054.3154
FDE45,OUT017,2931.4714
FDI09,OUT017,3907.975
NCJ54,OUT010,262.6363
NCA29,OUT018,2840.7551
NCN41,OUT027,3551.0144
FDY34,OUT035,3014.1143
NCG55,OUT035,2155.5586
DRM49,OUT046,655.9554
NCB42,OUT049,1959.5986
FDE58,OUT045,1580.3467
DRJ25,OUT013,824.8904
FDS47,OUT010,231.8727
FDY21,OUT049,3926.756
NCI54,OUT013,1790.2659
FDO24,OUT017,2871.0947
FDY43,OUT035,2757.0947
FDF35,OUT018,1756.352
NCP29,OUT019,154.28796
FDN28,OUT027,2572.6218
FDJ50,OUT018,759.548
FDQ14,OUT027,2831.0144
FDC37,OUT035,1794.5475
FDN08,OUT046,1952.7666
FDD04,OUT035,2297.217
FDW34,OUT018,3062.13
FDP04,OUT017,990.2033
NCG07,OUT017,3346.7712
NCN14,OUT018,2718.9963
FDJ16,OUT045,1003.8101
NCM42,OUT045,1587.5396
NCF19,OUT046,617.62103
FDY21,OUT018,3714.8704
FDY19,OUT035,2294.5276
FDV09,OUT045,2290.6792
FDA28,OUT013,2443.2908
FDC38,OUT018,1686.8933
FDL28,OUT045,3439.033
NCH43,OUT049,3448.595
NCN53,OUT045,672.96783
NCW05,OUT017,2436.4578
NCO30,OUT018,1843.9977
FDT04,OUT019,148.40137
FDB27,OUT018,3122.9497
NCK07,OUT013,2623.7678
NCA53,OUT013,969.18604
FDB33,OUT018,3008.697
FDU37,OUT017,1596.3319
FDR13,OUT035,1689.6992
FDE45,OUT049,2738.099
FDV37,OUT017,3124.33
FDX44,OUT019,298.58038
NCL06,OUT017,4000.4065
FDJ28,OUT045,2873.4722
FDX55,OUT049,4266.277
NCK17,OUT018,416.71768
FDH52,OUT035,931.3963
FDN13,OUT027,2490.1084
FDK44,OUT018,2148.5398
FDU16,OUT046,1216.1326
FDZ07,OUT017,840.35236
NCN06,OUT027,4215.615
FDH02,OUT010,73.88614
NCW18,OUT045,2968.5447
FDH57,OUT013,1736.3942
FDV35,OUT045,2575.2432
NCU29,OUT013,2771.1682
NCP02,OUT046,959.98816
FDN44,OUT013,2839.6401
FDX03,OUT018,346.1259
FDR11,OUT010,505.82898
FDA36,OUT046,3197.803
FDP58,OUT027,4841.2773
FDH31,OUT045,1527.8219
FDH34,OUT035,3193.7356
FDS13,OUT035,3401.393
FDT01,OUT018,3640.0232
FDY09,OUT049,2837.7385
FDV33,OUT027,4948.873
NCW29,OUT010,379.58563
NCN17,OUT045,1605.657
FDX01,OUT046,1720.3695
FDL03,OUT049,3102.091
DRL59,OUT049,893.34454
DRM11,OUT027,4363.556
FDA43,OUT049,2919.092
FDZ56,OUT010,34.828846
FDI44,OUT018,1031.5824
FDB50,OUT013,1369.6324
FDU15,OUT019,152.89534
NCJ19,OUT019,198.81969
FDD48,OUT013,1932.5529
NCW42,OUT035,4020.0679
FDL24,OUT017,3218.277
NCB30,OUT013,2810.1765
FDK25,OUT013,3201.0469
FDW28,OUT049,2808.736
FDD47,OUT017,4244.937
FDK16,OUT019,361.78482
FDW37,OUT046,1465.2397
FDA48,OUT035,3674.801
FDA14,OUT017,2436.0586
FDV15,OUT013,1964.2279
FDN22,OUT049,2964.847
NCD55,OUT045,573.92017
FDY43,OUT013,2960.9658
NCU05,OUT017,1322.5768
FDF10,OUT035,2456.4385
FDR39,OUT018,3785.6113
FDG40,OUT013,642.3823
FDZ28,OUT019,195.58685
FDE02,OUT045,1571.8184
FDU60,OUT049,3427.6035
FDM21,OUT013,2487.985
FDV52,OUT019,346.1514
NCW06,OUT013,2918.8667
FDX36,OUT035,4324.928
FDT35,OUT027,4391.2583
NCL19,OUT010,440.04904
NCD31,OUT046,2912.0488
FDE53,OUT019,309.79718
FDW58,OUT019,399.7978
DRF48,OUT046,2353.6904
FDW57,OUT035,3159.4893
DRH13,OUT017,1665.2074
FDT33,OUT013,2735.5508
DRK47,OUT027,4024.8677
FDY22,OUT010,370.22873
FDC35,OUT019,263.34515
FDO03,OUT013,5205.703
FDF24,OUT045,1265.966
FDF56,OUT018,2420.4172
FDD28,OUT013,695.3462
FDG53,OUT027,3635.151
FDO27,OUT019,430.28732
NCF54,OUT018,2745.513
FDC20,OUT027,2052.3987
FDU10,OUT046,571.4278
DRA24,OUT018,2405.8347
FDA02,OUT010,427.88892
FDG10,OUT017,977.5596
FDW39,OUT010,778.41754
FDP04,OUT019,174.87018
NCM55,OUT013,3095.4062
FDG47,OUT045,5281.38
NCU41,OUT017,3247.454
NCK31,OUT017,870.28564
FDZ46,OUT045,1577.847
FDU13,OUT027,3429.333
NCF19,OUT045,617.12524
NCJ43,OUT013,2881.8157
NCJ05,OUT045,2285.4194
FDS04,OUT027,3057.1733
FDX28,OUT010,167.89986
FDB41,OUT027,1192.9781
FDG53,OUT046,2015.5931
FDL15,OUT010,403.4082
FDQ08,OUT049,805.0049
DRN36,OUT013,1598.3339
FDI46,OUT013,3598.1257
FDG16,OUT027,4454.1
FDV32,OUT013,1029.142
FDF44,OUT010,378.36523
FDK04,OUT018,783.0518
NCA41,OUT013,2797.2727
FDD51,OUT017,621.6025
NCZ53,OUT045,2994.756
FDP01,OUT027,3146.341
FDY25,OUT049,3507.5874
FDB17,OUT018,2500.894
NCV54,OUT018,1525.0691
FDJ32,OUT017,1014.3427
FDA37,OUT049,1879.1001
FDG35,OUT035,4311.0967
NCM05,OUT018,4982.974
FDG45,OUT046,3608.3845
FDH28,OUT013,671.20703
NCE18,OUT049,4179.993
FDH38,OUT045,2019.7355
FDR56,OUT013,2727.863
FDH17,OUT027,2351.7651
FDD39,OUT049,4453.606
FDB41,OUT049,831.8847
NCR53,OUT046,3420.0332
FDX46,OUT017,1021.31793
FDV28,OUT049,652.58777
FDA08,OUT018,1889.651
FDH45,OUT017,629.343
NCS38,OUT010,302.0807
FDD40,OUT010,755.60236
DRM59,OUT035,2286.8623
NCJ43,OUT018,3184.9443
NCN29,OUT013,856.0545
NCC19,OUT045,3058.9224
FDR56,OUT035,3240.4944
FDZ43,OUT049,3796.0923
FDJ32,OUT010,129.21916
DRH03,OUT017,1223.4286
NCZ54,OUT035,3467.851
FDE26,OUT017,2714.4639
FDS03,OUT045,1261.4469
DRZ24,OUT019,345.98764
FDO48,OUT027,4440.7505
FDW39,OUT049,2597.8691
NCK05,OUT049,997.7022
NCK30,OUT017,4625.155
FDT27,OUT018,2163.778
FDS08,OUT019,0.0
NCJ19,OUT049,990.6846
FDC58,OUT045,684.19257
DRE37,OUT013,2797.149
FDW02,OUT035,2307.6436
FDJ02,OUT010,311.17618
FDX09,OUT045,3680.6921
FDT31,OUT010,439.21304
FDI24,OUT049,3522.6218
FDY09,OUT045,3291.83
FDV28,OUT045,566.741
DRM47,OUT049,3527.5706
FDT52,OUT019,0.0
FDI48,OUT018,549.7942
FDY55,OUT017,6455.421
FDU48,OUT013,2100.373
FDN25,OUT045,461.31848
FDP20,OUT049,1698.7172
FDJ15,OUT013,2873.5203
FDD04,OUT018,2022.6324
FDY58,OUT045,4701.7397
FDR37,OUT018,4220.3467
FDF44,OUT013,2086.9875
FDD32,OUT045,1303.8165
FDR57,OUT017,2037.402
DRG39,OUT027,1844.0588
FDX15,OUT017,2808.2212
DRN37,OUT045,1954.4465
FDW40,OUT027,4369.7495
FDB32,OUT049,1603.1403
FDM40,OUT018,1751.6226
FDE39,OUT027,2758.5994
DRH49,OUT017,1258.1755
FDT46,OUT049,767.9888
NCF06,OUT035,3606.778
FDP07,OUT017,3006.4878
FDC04,OUT013,3291.1548
FDZ32,OUT017,1709.6665
FDD50,OUT045,3048.5996
FDU56,OUT017,2844.07
FDV34,OUT017,1121.1886
NCY41,OUT013,597.58685
NCK18,OUT046,2755.2603
DRH25,OUT049,1018.13904
FDT57,OUT046,3427.096
FDV56,OUT018,1164.3746
FDV12,OUT045,1429.906
FDN52,OUT017,1333.3127
FDX38,OUT035,668.80145
FDE47,OUT018,1782.2974
NCO07,OUT013,3710.2395
FDV09,OUT027,3589.3154
FDZ23,OUT019,644.6369
DRH51,OUT018,1384.1652
NCY54,OUT045,3027.6492
DRG49,OUT013,5765.849
NCC19,OUT049,3895.9036
NCV53,OUT045,5394.2554
FDZ47,OUT019,312.3145
NCO26,OUT018,1796.67
NCP02,OUT045,804.5426
NCW30,OUT018,3572.3987
NCN55,OUT046,5039.9395
FDB20,OUT010,273.13116
DRL11,OUT013,2347.3975
DRD60,OUT045,3117.3376
FDW14,OUT010,146.75293
FDL27,OUT010,159.85074
FDU09,OUT018,770.8397
DRH36,OUT027,2038.2831
FDP34,OUT027,3755.7715
FDE04,OUT017,3101.7144
FDZ57,OUT027,3287.6316
FDF02,OUT010,166.43723
FDG28,OUT045,3165.906
NCI31,OUT046,661.93823
FDT43,OUT013,699.4587
FDU20,OUT046,2369.406
FDD53,OUT013,720.724
FDW15,OUT045,2501.3818
NCT53,OUT045,2577.8499
NCG55,OUT027,2631.9985
FDD48,OUT035,2077.724
FDG47,OUT049,5035.5703
FDI21,OUT017,1361.329
FDT27,OUT017,3073.1401
DRO35,OUT013,2338.8208
FDD33,OUT017,3972.9587
FDC04,OUT035,3671.086
FDY34,OUT013,2682.8582
DRJ49,OUT049,1798.3917
FDE05,OUT049,2327.1873
FDU31,OUT017,3506.0176
NCN19,OUT027,4315.419
FDK56,OUT027,5945.7544
FDK58,OUT017,2031.5038
NCJ42,OUT035,1792.6627
FDZ34,OUT027,5768.5205
FDA52,OUT018,2894.8845
NCR29,OUT013,668.7933
FDT48,OUT035,3568.7075
DRJ51,OUT019,503.04193
NCS54,OUT046,3201.3813
FDV01,OUT035,2752.8354
DRG51,OUT027,3616.3843
NCG42,OUT013,2645.1228
FDA51,OUT049,1856.8268
FDV19,OUT010,632.43823
NCT18,OUT045,4298.562
NCS41,OUT045,2342.452
FDO03,OUT046,4618.883
FDL12,OUT010,155.75658
FDY37,OUT010,209.09251
FDI58,OUT049,1498.088
FDT28,OUT018,1748.3043
NCC42,OUT010,327.70712
FDO01,OUT017,1655.4988
FDJ02,OUT013,2439.825
FDQ04,OUT018,688.55615
DRL47,OUT013,2184.8503
FDZ32,OUT035,1686.9575
FDC35,OUT035,2966.9058
FDX14,OUT045,1114.265
FDZ35,OUT013,1872.9852
FDL14,OUT013,2112.193
FDO04,OUT049,817.7307
DRK11,OUT017,1831.3323
FDB44,OUT018,2905.4558
FDZ50,OUT049,3686.4194
FDI12,OUT027,2653.7861
FDU43,OUT017,4059.936
FDD58,OUT010,266.99307
FDB27,OUT017,3051.303
FDB04,OUT018,980.5615
NCO17,OUT013,2059.5127
FDL12,OUT017,925.2029
DRJ13,OUT049,2125.0654
FDD57,OUT045,1456.7018
FDW19,OUT035,1906.3616
DRD27,OUT018,1021.16406
FDH27,OUT027,3256.5007
NCW30,OUT027,7554.749
FDR40,OUT018,1002.57513
FDG05,OUT013,2195.302
NCY41,OUT019,133.50035
FDI38,OUT018,3544.004
FDR20,OUT046,624.6838
FDE09,OUT017,1600.8026
FDN50,OUT019,432.8587
DRF27,OUT045,2706.1567
DRF51,OUT013,679.456
NCO02,OUT019,278.27844
FDB51,OUT027,1636.1528
FDJ50,OUT013,828.93445
FDN52,OUT013,1477.474
FDX14,OUT013,1253.8212
FDT27,OUT019,579.5556
FDV10,OUT013,564.0176
FDU33,OUT046,671.8552
FDU58,OUT046,3701.6135
NCP42,OUT027,4854.713
FDL51,OUT027,4960.6846
DRH15,OUT027,965.4931
FDU16,OUT017,1245.7938
FDW15,OUT017,2629.2048
FDQ44,OUT045,2151.2075
NCI06,OUT027,5031.414
DRK23,OUT019,614.1126
FDC28,OUT035,1645.6847
NCY17,OUT019,251.386
NCV05,OUT018,1961.4192
FDM34,OUT019,343.18805
DRD60,OUT027,6629.538
FDT38,OUT046,1183.0448
FDQ57,OUT018,2420.039
FDE59,OUT027,942.36536
NCM43,OUT046,2904.4814
DRI51,OUT049,2650.6777
NCG30,OUT017,1674.5074
NCK54,OUT035,1978.567
FDQ16,OUT019,239.5623
FDI36,OUT013,2710.3174
FDX16,OUT027,3445.0674
FDA34,OUT046,2798.0188
FDJ48,OUT018,2711.8303
FDU47,OUT035,2025.039
FDS39,OUT046,2275.727
FDD11,OUT046,2616.6082
FDM16,OUT027,1807.1825
FDU56,OUT018,2512.317
FDQ32,OUT017,2459.9197
DRK35,OUT013,719.49036
FDA58,OUT049,3470.8298
DRG48,OUT019,257.39648
FDT59,OUT010,0.0
FDQ31,OUT019,196.9173
FDS51,OUT018,834.9727
FDW32,OUT027,2527.7788
FDI15,OUT027,5259.868
NCV30,OUT017,1161.0887
DRG25,OUT049,2957.92
FDT02,OUT013,493.6171
FDO33,OUT027,3351.8582
FDP38,OUT035,710.16547
FDZ45,OUT035,3821.9253
NCA54,OUT027,5282.379
FDU33,OUT017,674.8814
FDN58,OUT017,4217.3174
FDI05,OUT045,1256.7253
FDM57,OUT019,205.4476
NCS42,OUT027,2214.265
FDB57,OUT045,4633.377
FDC03,OUT045,2959.0505
FDZ58,OUT013,2040.7277
NCK29,OUT045,2008.5151
NCR53,OUT045,3673.042
FDE26,OUT027,3817.026
FDU52,OUT049,2330.591
FDE41,OUT027,1884.7115
FDU38,OUT018,2866.2932
FDA52,OUT017,2394.7437
FDW46,OUT046,1049.8397
DRI59,OUT035,4378.0293
FDT38,OUT035,981.96277
FDL33,OUT018,2857.7556
FDQ01,OUT027,4785.923
FDJ08,OUT046,2414.4622
FDQ47,OUT049,626.74066
NCZ18,OUT013,4670.1997
FDE29,OUT017,1031.5984
FDF10,OUT027,3461.3916
FDC48,OUT049,1386.429
FDY58,OUT013,4554.586
NCX30,OUT010,744.66724
FDV11,OUT013,2701.1392
FDT46,OUT046,823.9477
DRD01,OUT019,153.05963
FDQ11,OUT013,2839.7007
NCM41,OUT017,1262.9824
NCC55,OUT013,399.5613
FDG45,OUT027,5406.472
NCQ54,OUT049,3346.321
FDM34,OUT045,1956.1143
FDD17,OUT019,2.5374434
FDN38,OUT027,6208.547
FDB53,OUT018,1596.0012
NCL06,OUT035,4359.581
NCV18,OUT019,209.93863
FDX25,OUT013,3639.5928
FDB39,OUT046,756.491
FDC33,OUT049,3289.847
NCO14,OUT018,521.19556
FDA58,OUT027,4902.144
NCQ02,OUT017,3211.0432
NCR53,OUT017,3261.4119
FDN52,OUT046,1334.3816
FDG26,OUT046,3938.289
FDE23,OUT027,1216.5806
DRI37,OUT013,908.0403
DRH37,OUT018,2176.0042
FDO01,OUT035,2089.5967
FDK45,OUT049,2249.2942
FDP23,OUT049,3291.8848
FDM33,OUT035,4246.5938
FDD36,OUT017,2119.3557
FDL56,OUT017,1259.472
FDT27,OUT010,317.02512
FDG52,OUT017,661.15936
NCL42,OUT035,5430.5625
DRJ24,OUT046,2862.8997
FDV38,OUT046,704.6695
FDT35,OUT045,2911.3765
FDY51,OUT045,2817.7126
FDC37,OUT017,1862.7588
NCP43,OUT013,2525.051
FDO33,OUT045,1995.5853
FDW04,OUT018,1954.6669
NCC31,OUT046,2496.8533
FDK22,OUT049,3175.7778
FDJ50,OUT017,983.4486
FDV13,OUT017,1538.8356
DRL60,OUT017,2212.31
FDW03,OUT017,2009.0236
FDY27,OUT035,2668.0845
FDB39,OUT027,1711.574
FDU59,OUT045,2331.987
FDZ57,OUT049,2341.0127
FDO21,OUT049,3339.96
FDS43,OUT018,2076.4922
FDU28,OUT010,446.37405
FDC51,OUT010,174.25157
FDW16,OUT010,74.61591
FDP32,OUT010,463.85614
FDB60,OUT019,317.456
NCQ30,OUT046,1795.0576
FDD26,OUT049,3606.1829
FDI44,OUT045,1183.4265
DRH23,OUT046,1093.4998
FDO44,OUT046,1623.0571
FDG04,OUT046,3134.6765
FDM32,OUT027,2675.3577
FDM09,OUT013,2434.9678
FDZ47,OUT013,1457.8959
FDM40,OUT027,3540.9277
FDY48,OUT017,1724.1434
NCM30,OUT045,688.3752
FDX36,OUT010,773.27893
DRF03,OUT017,572.0376
FDN51,OUT049,4626.6025
FDM57,OUT049,1195.5051
FDB35,OUT049,1568.412
FDY13,OUT027,2575.3271
FDA37,OUT017,2277.1194
NCX53,OUT017,2631.6094
FDD59,OUT018,846.04517
FDX10,OUT019,110.3384
FDC03,OUT018,2944.4883
FDW43,OUT035,4080.9653
FDW10,OUT046,2622.4978
FDY14,OUT027,7233.243
FDV43,OUT045,586.44305
FDO40,OUT013,2469.974
FDP46,OUT027,2474.838
NCE43,OUT019,407.6087
FDD05,OUT035,1997.4529
FDJ60,OUT010,437.64853
DRE27,OUT018,1241.8724
FDO11,OUT035,5512.752
DRG11,OUT027,2654.1633
FDK33,OUT010,182.12753
DRM23,OUT045,2673.8198
FDJ02,OUT027,4516.032
NCZ05,OUT045,1385.0057
NCL30,OUT013,2075.0513
FDZ19,OUT018,2381.7642
FDM45,OUT049,2144.0483
FDO36,OUT046,2296.8406
NCK31,OUT045,724.99884
DRJ37,OUT045,2240.9253
FDP24,OUT018,1745.4473
FDF46,OUT013,1561.9867
FDX46,OUT019,251.99217
NCL18,OUT045,2914.9446
FDJ26,OUT013,2622.491
FDJ07,OUT045,1604.1215
FDY15,OUT013,2104.495
DRG01,OUT045,1208.6719
FDF58,OUT045,1001.338
FDZ14,OUT019,340.36957
FDP31,OUT049,700.69977
FDH45,OUT013,753.2339
FDA09,OUT010,288.92398
FDW31,OUT035,2233.857
FDA57,OUT046,720.6829
NCE55,OUT035,2628.7312
FDC17,OUT019,206.00961
FDC59,OUT013,934.73083
FDA22,OUT013,3378.757
FDK52,OUT035,4244.319
NCM26,OUT046,2662.2822
NCT53,OUT035,2305.9753
FDW45,OUT018,2587.47
NCI18,OUT035,2999.251
FDE38,OUT018,2536.3523
FDF08,OUT019,386.66592
FDY58,OUT010,346.5792
FDF58,OUT019,275.35675
FDX39,OUT017,4950.614
FDB44,OUT049,3545.015
FDF28,OUT013,2195.9768
FDE39,OUT013,1905.0585
FDT37,OUT018,2435.735
FDZ45,OUT017,4118.5615
FDO40,OUT035,2760.4966
FDM57,OUT027,2258.1858
DRG36,OUT017,3490.1863
FDY36,OUT010,182.42035
DRL60,OUT027,3245.3513
FDS25,OUT019,339.5307
DRF49,OUT027,2855.7034
FDP16,OUT045,5841.774
FDS60,OUT049,2291.976
FDU15,OUT027,997.2056
FDK43,OUT046,2073.5923
FDN25,OUT046,715.56665
FDE53,OUT049,1568.6079
FDB22,OUT013,2350.9468
FDE39,OUT017,2250.5544
FDX35,OUT035,3587.0288
NCG54,OUT049,3398.9954
FDH27,OUT035,2106.7256
NCK42,OUT013,3165.3494
FDS25,OUT049,1525.1654
FDI10,OUT018,2314.1433
FDU35,OUT035,2055.138
FDI04,OUT017,3353.4275
DRK23,OUT035,5534.3203
FDB53,OUT019,373.32327
FDY02,OUT049,3862.9053
FDM60,OUT035,595.7765
NCJ31,OUT010,454.1021
DRP35,OUT017,2245.9626
NCQ30,OUT018,1786.3657
DRL11,OUT010,481.30942
FDU01,OUT013,4207.3354
FDR39,OUT035,3722.3738
FDO08,OUT046,2291.29
FDC02,OUT045,3675.1287
NCZ29,OUT035,1908.1617
FDF29,OUT010,296.89566
FDZ23,OUT017,3212.4438
NCU53,OUT018,2165.5837
NCW30,OUT013,4129.599
NCM26,OUT027,3886.3386
FDV50,OUT027,2812.711
FDW15,OUT049,2561.5803
FDI35,OUT027,6566.353
FDO11,OUT017,5732.68
FDN48,OUT046,1471.6174
NCA17,OUT049,2060.9526
NCN54,OUT013,1129.5594
FDP22,OUT013,642.1065
NCB54,OUT035,1974.9438
FDD08,OUT045,508.62225
DRM48,OUT010,158.54143
FDG41,OUT027,2981.1038
FDE44,OUT027,2189.03
FDE26,OUT035,2432.02
NCS38,OUT013,1730.3035
NCJ54,OUT018,3911.2808
FDI40,OUT019,326.85083
FDN45,OUT018,3116.2192
FDU43,OUT046,4286.373
FDI04,OUT010,673.25745
NCC07,OUT018,1310.2795
NCC07,OUT019,478.2057
NCD18,OUT045,4866.407
FDU55,OUT035,4435.875
FDX59,OUT035,517.4618
FDR52,OUT049,2769.3096
NCP17,OUT013,1068.876
FDQ32,OUT045,2343.2415
NCT17,OUT049,3310.0044
FDO10,OUT049,1008.4476
FDE32,OUT049,599.6003
FDN44,OUT045,3053.933
FDH02,OUT035,1483.662
FDK60,OUT013,1479.6809
FDS24,OUT019,277.03613
FDL03,OUT010,349.1829
FDB46,OUT027,4535.68
FDO48,OUT049,3834.9568
FDZ39,OUT049,1613.2451
FDT02,OUT027,910.306
FDC50,OUT013,1799.0453
FDP39,OUT035,812.78406
DRG15,OUT018,896.1098
FDP10,OUT018,1327.6389
FDF53,OUT027,5489.5713
FDN34,OUT045,2441.8936
FDK02,OUT045,1785.4336
FDC23,OUT045,3782.1711
FDJ10,OUT019,302.1121
FDE53,OUT035,1549.3217
FDR25,OUT035,5066.8315
FDW50,OUT046,2346.6062
FDS09,OUT049,825.7765
FDW49,OUT010,429.8204
FDU51,OUT046,3819.1094
FDF28,OUT018,1649.6788
NCY30,OUT018,2626.5852
FDD44,OUT045,5561.4507
FDX09,OUT017,3657.574
NCF30,OUT013,1984.6251
FDZ50,OUT019,640.6346
FDW37,OUT013,1761.925
FDD11,OUT049,2826.538
DRH39,OUT018,1377.804
FDA36,OUT049,3292.3245
NCG43,OUT049,1445.2891
FDF02,OUT035,1894.0464
FDP57,OUT027,2556.2488
NCE42,OUT017,3068.7585
NCR38,OUT027,4477.647
FDP03,OUT019,457.66434
FDO51,OUT035,777.5244
NCQ42,OUT046,1669.5717
NCM41,OUT046,1278.4465
FDH48,OUT027,2160.1077
DRF60,OUT046,3969.8594
FDJ27,OUT035,1691.5896
FDQ14,OUT013,1924.2024
FDN27,OUT017,1700.6132
NCQ02,OUT046,2762.924
FDJ33,OUT049,2067.7346
FDP07,OUT027,5987.202
DRE01,OUT049,4263.9253
FDU36,OUT045,1590.8572
FDL28,OUT017,3960.4502
NCX53,OUT046,2679.3538
FDZ39,OUT013,1668.652
NCP42,OUT013,2778.757
FDJ14,OUT035,1495.9294
FDK04,OUT049,868.3185
NCC19,OUT017,3060.7688
FDS09,OUT018,901.61005
FDZ02,OUT046,1240.0854
FDD35,OUT018,1736.4764
NCY42,OUT017,2667.26
FDB05,OUT045,4199.2554
FDF20,OUT035,3279.8
NCO41,OUT018,1366.3246
FDC40,OUT027,1821.9634
FDV58,OUT045,2241.2122
FDZ57,OUT045,2012.1637
DRM35,OUT046,2894.137
DRN36,OUT018,1229.4111
FDQ13,OUT046,1222.3206
DRO35,OUT010,370.54742
NCD43,OUT035,1673.6333
FDA51,OUT018,1648.7792
NCX17,OUT027,4995.0913
NCZ17,OUT049,761.4454
FDR11,OUT027,3796.5337
FDW34,OUT049,4587.9404
FDN50,OUT017,1523.6165
FDS09,OUT046,797.3313
FDS48,OUT018,2244.6487
FDL44,OUT049,2871.23
DRF48,OUT018,2134.54
FDA14,OUT018,1225.6919
NCD30,OUT049,1702.3114
FDI16,OUT017,799.8386
NCG06,OUT035,2402.4326
DRZ24,OUT035,2277.985
NCS17,OUT045,1510.5383
FDB37,OUT045,4318.226
FDE10,OUT035,1960.5372
FDC57,OUT045,3382.6406
FDM12,OUT018,2595.0144
FDE24,OUT049,2180.6182
FDW22,OUT045,3403.7524
DRD01,OUT027,1726.1641
NCZ18,OUT027,5076.305
FDN49,OUT045,533.718
FDR22,OUT035,2308.5938
FDV08,OUT019,150.69981
FDY39,OUT046,4141.6685
FDV36,OUT049,2565.0596
FDO60,OUT045,774.45575
FDU04,OUT027,3457.5425
FDR20,OUT027,1447.8622
FDW19,OUT019,298.9194
FDU40,OUT049,2418.929
FDK15,OUT045,1586.7878
DRF15,OUT035,2339.3186
FDQ25,OUT017,2970.2854
FDI48,OUT019,192.52153
FDS49,OUT046,1620.3209
FDV22,OUT046,2915.9136
NCV42,OUT046,1609.2697
FDX26,OUT046,2954.5364
FDI33,OUT018,1423.6558
FDZ14,OUT049,2022.1472
FDG10,OUT013,828.5315
FDM38,OUT018,577.22754
FDG26,OUT027,5915.1904
FDH46,OUT035,1928.3479
FDN13,OUT018,1051.3464
FDU57,OUT035,2417.9346
NCI06,OUT046,3037.797
FDM38,OUT045,807.4518
NCG42,OUT010,146.92578
FDL39,OUT045,2378.1953
FDT31,OUT019,40.802414
FDV59,OUT013,3678.035
FDB49,OUT035,1817.3927
FDD58,OUT049,1824.0667
DRN59,OUT046,808.88837
FDX48,OUT049,2417.4204
FDQ11,OUT049,4087.5076
FDY12,OUT049,921.81323
FDQ11,OUT045,3561.1697
DRI11,OUT017,2026.9503
FDY32,OUT027,4282.1265
FDS51,OUT045,825.74066
FDR19,OUT010,336.54648
DRB13,OUT018,2852.7048
FDS21,OUT035,956.8634
FDQ40,OUT045,2847.7341
NCE55,OUT013,3091.7131
FDX43,OUT027,4277.172
FDS12,OUT049,2475.897
DRK01,OUT027,2710.7588
FDN25,OUT017,649.53723
FDB60,OUT046,3015.1746
FDQ13,OUT017,1345.383
DRK13,OUT045,3570.5332
DRF25,OUT018,447.33
NCD42,OUT019,338.01697
FDW25,OUT045,1322.1161
NCV29,OUT027,3904.6895
NCK42,OUT035,3681.3174
DRJ13,OUT027,3428.701
DRD15,OUT017,2643.0588
FDM27,OUT045,2674.89
FDZ50,OUT018,2685.305
FDC04,OUT046,3372.2258
FDF50,OUT049,3188.1528
FDP15,OUT045,4104.563
FDK46,OUT035,4358.4697
FDZ56,OUT018,2186.4333
FDY60,OUT049,2416.9016
FDB10,OUT035,3646.0059
FDR57,OUT045,1899.6027
FDU58,OUT049,3386.7598
FDH02,OUT046,1420.751
FDP48,OUT013,4023.4104
FDI46,OUT035,3992.502
FDW56,OUT013,4095.4036
NCM19,OUT010,71.58987
FDS50,OUT027,5193.853
FDK24,OUT013,985.246
FDO36,OUT017,3461.299
FDK45,OUT027,2595.912
NCL05,OUT045,825.2328
FDL32,OUT018,1415.7639
FDA28,OUT049,1982.011
FDY36,OUT018,997.15753
FDP32,OUT018,2054.6902
FDL50,OUT046,2077.3499
DRC24,OUT049,2558.268
NCS18,OUT017,1761.0406
FDD16,OUT017,1216.9219
NCV18,OUT013,1805.0039
FDX07,OUT046,2850.1729
NCZ05,OUT027,2599.5303
NCI31,OUT013,448.34045
FDK14,OUT049,1195.688
NCR06,OUT045,561.2992
NCF54,OUT049,3431.8696
DRG23,OUT010,204.82802
FDD53,OUT046,589.2832
NCM31,OUT027,3301.3667
FDT16,OUT017,5662.2324
FDR40,OUT035,1349.51
